/home/jing/Downloads/simulator-linux/IMG/center_2018_12_26_21_59_55_783.jpg, /home/jing/Downloads/simulator-linux/IMG/left_2018_12_26_21_59_55_783.jpg, /home/jing/Downloads/simulator-linux/IMG/right_2018_12_26_21_59_55_783.jpg, 0, 0, 0, 7.800783E-05
/home/jing/Downloads/simulator-linux/IMG/center_2018_12_26_21_59_55_886.jpg, /home/jing/Downloads/simulator-linux/IMG/left_2018_12_26_21_59_55_886.jpg, /home/jing/Downloads/simulator-linux/IMG/right_2018_12_26_21_59_55_886.jpg, 0, 0, 0, 8.194877E-05
/home/jing/Downloads/simulator-linux/IMG/center_2018_12_26_21_59_56_004.jpg, /home/jing/Downloads/simulator-linux/IMG/left_2018_12_26_21_59_56_004.jpg, /home/jing/Downloads/simulator-linux/IMG/right_2018_12_26_21_59_56_004.jpg, 0, 0, 0, 7.806163E-05
/home/jing/Downloads/simulator-linux/IMG/center_2018_12_26_21_59_56_104.jpg, /home/jing/Downloads/simulator-linux/IMG/left_2018_12_26_21_59_56_104.jpg, /home/jing/Downloads/simulator-linux/IMG/right_2018_12_26_21_59_56_104.jpg, 0, 0, 0, 8.043471E-05
/home/jing/Downloads/simulator-linux/IMG/center_2018_12_26_21_59_56_222.jpg, /home/jing/Downloads/simulator-linux/IMG/left_2018_12_26_21_59_56_222.jpg, /home/jing/Downloads/simulator-linux/IMG/right_2018_12_26_21_59_56_222.jpg, 0, 0, 0, 7.892759E-05
/home/jing/Downloads/simulator-linux/IMG/center_2018_12_26_21_59_56_340.jpg, /home/jing/Downloads/simulator-linux/IMG/left_2018_12_26_21_59_56_340.jpg, /home/jing/Downloads/simulator-linux/IMG/right_2018_12_26_21_59_56_340.jpg, 0, 0, 0, 7.846557E-05
/home/jing/Downloads/simulator-linux/IMG/center_2018_12_26_21_59_56_440.jpg, /home/jing/Downloads/simulator-linux/IMG/left_2018_12_26_21_59_56_440.jpg, /home/jing/Downloads/simulator-linux/IMG/right_2018_12_26_21_59_56_440.jpg, 0, 0, 0, 7.84533E-05
/home/jing/Downloads/simulator-linux/IMG/center_2018_12_26_21_59_56_558.jpg, /home/jing/Downloads/simulator-linux/IMG/left_2018_12_26_21_59_56_558.jpg, /home/jing/Downloads/simulator-linux/IMG/right_2018_12_26_21_59_56_558.jpg, 0, 0, 0, 7.850317E-05
/home/jing/Downloads/simulator-linux/IMG/center_2018_12_26_21_59_56_673.jpg, /home/jing/Downloads/simulator-linux/IMG/left_2018_12_26_21_59_56_673.jpg, /home/jing/Downloads/simulator-linux/IMG/right_2018_12_26_21_59_56_673.jpg, 0, 0, 0, 7.819914E-05
/home/jing/Downloads/simulator-linux/IMG/center_2018_12_26_21_59_56_788.jpg, /home/jing/Downloads/simulator-linux/IMG/left_2018_12_26_21_59_56_788.jpg, /home/jing/Downloads/simulator-linux/IMG/right_2018_12_26_21_59_56_788.jpg, 0, 0, 0, 7.833463E-05
/home/jing/Downloads/simulator-linux/IMG/center_2018_12_26_21_59_56_889.jpg, /home/jing/Downloads/simulator-linux/IMG/left_2018_12_26_21_59_56_889.jpg, /home/jing/Downloads/simulator-linux/IMG/right_2018_12_26_21_59_56_889.jpg, 0, 0, 0, 7.740362E-05
/home/jing/Downloads/simulator-linux/IMG/center_2018_12_26_21_59_56_991.jpg, /home/jing/Downloads/simulator-linux/IMG/left_2018_12_26_21_59_56_991.jpg, /home/jing/Downloads/simulator-linux/IMG/right_2018_12_26_21_59_56_991.jpg, 0, 0, 0, 7.919786E-05
/home/jing/Downloads/simulator-linux/IMG/center_2018_12_26_21_59_57_093.jpg, /home/jing/Downloads/simulator-linux/IMG/left_2018_12_26_21_59_57_093.jpg, /home/jing/Downloads/simulator-linux/IMG/right_2018_12_26_21_59_57_093.jpg, 0, 0, 0, 7.912728E-05
/home/jing/Downloads/simulator-linux/IMG/center_2018_12_26_21_59_57_210.jpg, /home/jing/Downloads/simulator-linux/IMG/left_2018_12_26_21_59_57_210.jpg, /home/jing/Downloads/simulator-linux/IMG/right_2018_12_26_21_59_57_210.jpg, 0, 0, 0, 7.848157E-05
/home/jing/Downloads/simulator-linux/IMG/center_2018_12_26_21_59_57_324.jpg, /home/jing/Downloads/simulator-linux/IMG/left_2018_12_26_21_59_57_324.jpg, /home/jing/Downloads/simulator-linux/IMG/right_2018_12_26_21_59_57_324.jpg, 0, 0, 0, 7.994452E-05
/home/jing/Downloads/simulator-linux/IMG/center_2018_12_26_21_59_57_441.jpg, /home/jing/Downloads/simulator-linux/IMG/left_2018_12_26_21_59_57_441.jpg, /home/jing/Downloads/simulator-linux/IMG/right_2018_12_26_21_59_57_441.jpg, 0, 0, 0, 7.813353E-05
/home/jing/Downloads/simulator-linux/IMG/center_2018_12_26_21_59_57_543.jpg, /home/jing/Downloads/simulator-linux/IMG/left_2018_12_26_21_59_57_543.jpg, /home/jing/Downloads/simulator-linux/IMG/right_2018_12_26_21_59_57_543.jpg, 0, 0, 0, 7.860404E-05
/home/jing/Downloads/simulator-linux/IMG/center_2018_12_26_21_59_57_676.jpg, /home/jing/Downloads/simulator-linux/IMG/left_2018_12_26_21_59_57_676.jpg, /home/jing/Downloads/simulator-linux/IMG/right_2018_12_26_21_59_57_676.jpg, 0, 0.253305, 0, 0.2472349
